Kode Indikator,Nama Indikator,Parent/ Child,Definisi,Rumus Perhitungan,Klasifikasi,Satuan,Indikator RPJPN,Indikator RPJMN,Indikator SDGs,Indikator SIPD,Tagging RAD,Has Child?
05.01.015,Persentase orang miskin yang menerima bantuan hukum litigasi dan nonlitigasi,Parent,"Konsep dan Definisi:Bantuan hukum adalah jasa hukum yang diberikan oleh pemberi bantuan hukum secara cuma-cuma kepada penerima bantuan hukum. Yang dimaksud orang miskin adalah orang atau kelompok orang miskin yang tidak dapat memenuhi hak dasar secara layak dan mandiri. Hak dasar meliputi hak atas pangan, sandang, layanan kesehatan, layanan pendidikan, pekerjaan dan berusaha, dan/atau perumahan. (Undang-Undang No. 16 Tahun 2011 tentang Bantuan Hukum) Penerima Bantuan Hukum adalah orang atau kelompok orang miskin yang menghadapi masalah hukum yang meliputi setiap orang atau kelompok orang miskin yang tidak dapat memenuhi hak dasar secara layak dan mandiri. Pemohon bantuan hukum adalah orang atau kelompok yang mengajukan permohonan bantuan hukum yang diberikan oleh pemberi bantuan hukum. Pemberi bantuan hukum adalah lembaga bantuan hukum atau organisasi kemasyarakatan yang memberi layanan bantuan hukum berdasarkan undang-undang. Litigasi merupakan penyelesaian masalah hukum melalui jalur pengadilan. Non litigasi merupakan penyelesaian masalah hukum melalui jalur non pengadilan.",1.Persentase orang miskin yang menerima bantuan hukum litigasi.Jumlah orang miskin yang memperoleh bantuan hukum litigasi sesuai Undang-Undang Nomor 16 Tahun 2011 tentang Bantuan Hukum dalam kurun waktu 12 bulan terakhir dibagi jumlah pemohon bantuan hukum litigasi dalam 12 bulan terakhir dikali 100%.Rumus:Keterangan:P BHL:Persentase orang miskin yang menerima bantuan hukum litigasiJMBHL:Jumlah orang miskin yang memperoleh bantuan hukum litigasi sesuai Undang- Undang Nomor 16 Tahun 2011 Tentang Bantuan Hukum dalam 12 bulan terakhirJBHL:Jumlah permohonan bantuan hukum litigasi dalam 12 bulan terakhir2.Persentase orang miskin yang menerima bantuan hukum non litigasi.Jumlah orang miskin yang memperoleh bantuan hukum nonlitigasi sesuai Undang-Undang Nomor 16 Tahun 2011 Tentang Bantuan Hukum dibagi seluruh permohonan bantuan hukum nonlitigasi dalam kurun waktu 12 bulan terakhir dikali 100%.Rumus:Keterangan:P BHNL:Persentase orang miskin yang menerima bantuan hukum nonlitigasiJMBHNL : Jumlah orang miskin yang memperoleh bantuan hukum nonlitigasi sesuai Undang-Undang Nomor 16 Tahun 2011 Tentang Bantuan Hukum dalam 12 bulan terakhirJBHNL:Jumlah permohonan bantuan hukum nonlitigasi dalam 12 bulan terakhir,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota; Jenis Kelamin; Umur/Usia",persen,,,16.3.1.(b) - Persentase orang miskin yang menerima bantuan hukum litigasi dan nonlitigasi.,000305 - Persentase orang miskin yang menerima bantuan hukum litigasi dan nonlitigasi,HUKUM,No
05.01.016,"Persentase orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukum, sidang di luar gedung pengadilan, dan pembebasan biaya perkara",Parent,"Konsep dan Definisi:Menurut Peraturan Mahkamah Agung RI No. 1 Tahun 2014 tentang Pedoman Pemberian Layanan Hukum Bagi Masyarakat Tidak Mampu di Pengadilan, pada pasal 1 bahwa layanan hukum bagi masyarakat tidak mampu di pengadilan meliputi layanan pembebasan biaya perkara perdata, sidang di luar gedung Pengadilan dan Pos Bantuan Hukum (Posbakum) Pengadilan di lingkungan Peradilan Umum. Tujuan Layanan Hukum bagi masyarakat tidak mampu di Pengadilan adalah:Meringankan beban biaya yang harus ditanggung oleh masyarakat yang tidak mampu secara ekonomi di Pengadilan.Meningkatkan akses terhadap keadilan bagi masyarakat yang sulit atau tidak mampu menjangkau gedung Pengadilan akibat keterbatasan biaya, fisik, atau geografis.Memberikan kesempatan kepada masyarakat yang tidak mampu mengakses konsultasi, advis, dan pembuatan dokumen dalam menjalani proses hukum di Pengadilan.Meningkatkan kesadaran dan pengetahuan masyarakat tentang hukum melalui penghargaan, pemenuhan dan perlindungan terhadap hak dan kewajibannya.Memberikan pelayanan prima kepada masyarakat pencari keadilan.Layanan pembebasan biaya perkara adalah negara menanggung biaya proses berperkara di Pengadilan Negeri, Pengadilan Tinggi dan Mahkamah Agung, sehingga setiap orang atau sekelompok orang yang tidak mampu secara ekonomi dapat berperkara secara cuma-cuma. Layanan pembebasan biaya perkara meliputi perkara perdata permohonan, gugatan, dan eksekusi dalam tahun berjalan berlaku sejak perkara didaftarkan dan diterima oleh Pengadilan.Sidang di luar gedung pengadilan adalah sidang dapat dilaksanakan secara tetap, berkala atau sewaktu-waktu oleh Pengadilan Negeri di suatu tempat yang ada di dalam wilayah hukumnya tetapi di luar tempat kedudukan gedung Pengadilan Negeri dalam bentuk sidang keliling atau sidang di zitting plaatz. Pos Bantuan Hukum atau Posbakum adalah layanan yang dibentuk oleh dan ada pada setiap Pengadilan Negeri untuk memberikan layanan hukum berupa informasi, konsultasi dan advis hukum, serta pembuatan dokumen hukum yang dibutuhkan sesuai dengan peraturan perundang-undangan yang mengatur tentang Kekuasaan Kehakiman dan Peradilan Umum.","Indikator ini terbagi atas tiga layanan hukum, yaitu pos bantuan hukum, sidang di luar gedung pengadilan, dan pembebasan biaya perkara.1.Persentase orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukum.Persentase orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukum dibagi seluruh orang tidak mampu yang memohon layanan pos bantuan hukum dalam kurun waktu satu tahun tertentu atau 12 bulan terakhir dikali 100%.Rumus:Keterangan:P PLPBH :Persentase orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukumJOTMLPBH :Jumlah orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukum dalam 12 bulan terakhirJPLPBH:Jumlah seluruh orang tidak mampu yang memohon layanan pos bantuan hukum dalam 12 bulan terakhir2.Persentase orang tidak mampu yang menerima layanan hukum berupa sidang di luar gedung pengadilan.Persentase orang tidak mampu yang menerima layanan hukum berupa sidang di luar gedung pengadilan dibagi seluruh orang tidak mampu yang memohon layanan sidang di luar gedung pengadilan dalam kurun waktu satu tahun tertentu atau 12 bulan terakhir dikali 100%.Rumus:Keterangan:P PLSLG : Persentase orang tidak mampu yang menerima layanan hukum berupa sidang di luar gedung pengadilanJOTMLSLG :Jumlah orang tidak mampu yang memperoleh layanan sidang di luar gedung pengadilan dalam 12 bulan terakhirJPLSLG :Jumlah seluruh orang tidak mampu yang memohon layanan sidang di luar gedung pengadilan dalam 12 bulan terakhir?3.Persentase orang tidak mampu yang menerima layanan hukum berupa pembebasan biaya perkara.Persentase orang tidak mampu yang menerima layanan hukum berupa pembebasan biaya perkara dibagi seluruh orang tidak mampu yang memohon layanan pembebasan biaya perkara dalam kurun waktu satu tahun tertentu atau 12 bulan terakhir dikali 100%.Rumus:Keterangan:P PLPBP: Persentase orang tidak mampu yang menerima layanan hukum berupa pembebasan biaya perkaraJOTMPBP:Jumlah orang tidak mampu yang memperoleh layanan pembebasan biaya perkara dalam 12 bulan terakhirJPLPBP :Jumlah seluruh orang tidak mampu yang memohon pembebasan biaya perkara dalam 12 bulan terakhir",Karakteristik Jumlah Perkara; Sifat Perkara,persen,,,"16.3.1.(c) - Persentase orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukum, sidang di luar gedung pengadilan, dan pembebasan biaya perkara.","000306 - Persentase orang tidak mampu yang menerima layanan hukum berupa pos bantuan hukum, sidang di luar gedung pengadilan, dan pembebasan biaya perkara",HUKUM,No
05.01.017,Persentase Pemberian Bantuan Hukum Secara Litigasi dan Non Litigasi,Parent,"Dalam indikator ini, pengukuran dilakukan terhadap pemberian bantuan hukum dalam lingkup litigasi dan non litigasi.",% litigasi: jumlah pemberian layanan bantuan hukum dalam lingkup litigasi / jumlah pemohon layanan bantuan hukum dalam lingkup litigasi x 100% % non litigasi: jumlah pemberian layanan bantuan hukum dalam lingkup non litigasi / jumlah pemohon layanan bantuan hukum dalam lingkup non litigasi x 100% % total: (%litigasi + %nonlitigasi)/2,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.02.02.01.02 - Persentase Pemberian Bantuan Hukum Secara Litigasi dan Non Litigasi,,,HUKUM,No
05.01.018,"Persentase Penanganan Perkara melalui Mediasi Penal, Diskresi Penuntutan, dan Denda Damai",Parent,"Jumlah perkara yang diselesaikan di luar pengadilan melalui Mediasi Penal, Diskresi Penuntutan, dan Denda Damai. Mediasi penal merupakan Alternatif penyelesaian perkara pidana di luar jalur penal; Penyampingan perkara atau diskresi penuntutan; dan denda damai adalah penghentian perkara di luar pengadilan dengan membayar denda yang disetujui oleh Jaksa Agung.","(? perkara yang dilakukan penanganan melalui mediasi penal, diskresi penuntutan, dan denda damai/ ?perkara yang masuk)*100","Wilayah Administrasi: Nasional, Provinsi",persen,,"07.04.01.01.01 - Persentase Penanganan Perkara melalui Mediasi Penal, Diskresi Penuntutan, dan Denda Damai",,,HUKUM,No
05.01.019,Persentase Peningkatan Pengendalian Perkara,Parent,Jumlah perkara yang diselesaikan melalui alternatif pemidanaan,(? perkara yang dituntut dengan alternatif pemidanaan/ ? perkara yang dituntut)*100,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.04.01.01 - Persentase Peningkatan Pengendalian Perkara,,,HUKUM,No
05.01.020,Persentase Penyelesaian Eksekusi Putusan Perdata,Parent,Penyelesaian pelaksanaan eksekusi perkara perdata pada peradilan umum,Jumlah permohonan eksekusi putusan perdata yang diselesaikan dibagi jumlah putusan perdata yang dimohonkan eksekusi x 100%,Wilayah Administrasi: Nasional,persen,,07.03.02.01.02 - Persentase Penyelesaian Eksekusi Putusan Perdata,,,HUKUM,No
05.01.021,Tingkat Implementasi Keadilan Restoratif dalam Penegakan Hukum,Parent,"Tingkat Implementasi Keadilan Restoratif dalam Penegakan Hukum adalah ukuran yang menggambarkan seberapa efektif prinsip keadilan restoratif diterapkan dalam sistem peradilan pidana. Keadilan restoratif merupakan pendekatan yang melibatkan pelaku, korban, dan pihak terkait lainnya untuk mencapai penyelesaian yang adil, dengan fokus pada pemulihan hubungan dan keadaan semula, bukan hanya pada hukuman bagi pelaku.

","1. % Pidana Bersyarat = Jumlah putusan pidana bersyarat/Jumlah tuntutan pidana bersyarat
x 100%
2. % Restitusi = jumlah putusan restitusi/jumlah tuntutan restitusi x 100%
3. % Diversi = jumlah diversi berhasil/jumlah perkara diversi x 100%


% total= (%Pidana Bersyarat + %Restitusi + %Diversi)  / 3
				



",,persen,,07.03.02.01.01 - Tingkat Implementasi Keadilan Restoratif dalam Penegakan Hukum,,,HUKUM,No
05.01.022,Tingkat Kecukupan Personil Jaksa,Parent,"Dalam kerangka institusi penegakan hukum, perlu dilihat sejauh mana sumber daya yang ada (jaksa) pada Kejaksaan RI dapat menerima dan menyelesaikan pengaduan yang masuk.",? personil / x 100% (? personil + ? kebutuhan personil tambahan) ? kebutuhan personil tambahan = ?perkara masuk - selesai rasio ideal personil,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.04.02.01.01 - Tingkat Kecukupan Personil Jaksa,,,HUKUM,No
05.01.023,Tingkat Kepatutan Hukum Lembaga Hukum,Parent,Variabel Kepatutan Hukum Lembaga Hukum merupakan alat ukur terhadap perilaku lembaga hukum terhadap hukum,? Nilai indikator dalam Variabel Kepatutan Hukum Lembaga Hukum / ? Indikator dalam Variabel Kepatutan Hukum Lembaga Hukum,"Wilayah Administrasi: Nasional, Provinsi",nilai,,07.02.03.01.02 - Tingkat Kepatutan Hukum Lembaga Hukum,,,HUKUM,No
05.01.024,Tingkat Kepatutan Hukum Masyarakat,Parent,Variabel Kepatutan Hukum Masyarakat merupakan alat ukur terhadap perilaku atau respon masyarakat terhadap hukum,? Nilai indikator dalam Variabel Kepatutan Hukum Masyarakat / ? Indikator dalam Variabel Kepatutan Hukum Masyarakat,"Wilayah Administrasi: Nasional, Provinsi",nilai,,07.02.03.01.01 - Tingkat Kepatutan Hukum Masyarakat,,,HUKUM,No
05.01.025,Tingkat Kepercayaan Publik terhadap Lembaga Hukum,Parent,"Ukuran yang menunjukan sejauh mana masyarakat percaya bahwa lembaga penegak hukum, seperti kepolisian, kejaksaan, dan pengadilan telah menjalankan tugasnya dengan adil, transparan, dan profesional",Jumlah masyarakat yang memiliki kepercayaan terhadap lembaga hukum/jumlah responden keseluruhan x 100%,"Wilayah Administrasi: Nasional, Provinsi",-,,07.03.01.01.01 - Tingkat Kepercayaan Publik terhadap Lembaga Hukum,,,HUKUM,No
05.01.026,Tingkat Kepuasan Masyarakat terhadap Layanan Penyelesaian Sengketa Proses Pemilu,Parent,"Tingkat Kepuasan Masyarakat terhadap Layanan Penyelesaian Sengketa Proses Pemilu adalah ukuran sejauh mana masyarakat merasa puas dengan layanan yang diberikan oleh Bawaslu RI dalam menyelesaikan sengketa terkait dengan proses pemilihan umum. Layanan ini mencakup berbagai aspek, mulai dari kemudahan akses informasi, kecepatan dan ketepatan penanganan sengketa, hingga kualitas komunikasi dan profesionalisme petugas.","Nilai Tingkat Kepuasan didapatkan dari Indeks Kepuasan Masyarakat (IKM) melalui survey, wawancara mendalam, analisis media, dan studi literatur. Pengukuran IKM menggunakan skala likert berdasarkan PermenPANRB No. 14 Tahun 2017 tentang Pedoman Penyusunan Survei Kepuasan Masyarakat Unit Penyelenggara Pelayanan Publik. Terdapat 9 variabel yaitu:
(1) Persyaratan dan Jenis Pelayanan
(2) Sistem, Mekanisme, dan Prosedur
(3) Waktu Penyelesaian
(4) Biaya/Tarif
(5) Kesesuaian Produk, Spesifikasi Jenis Pelayanan
(6) Kompetensi Pelaksana
(7) Perilaku Pelaksana
(8) Sarana dan Prasarana
(9) Penanganan Pengaduan, Saran dan Masukan
Tingkat kepuasan (dari penghitungan IKM) akan berupa nilai dan kategori dengan rentang sebagai berikut:
- 25,00-64,99: D (tidak baik)
- 65,00-76,60: C (kurang baik)
- 76,61-88,30: B (baik)
- 88,31-100,00: A (sangat baik)",Wilayah Administrasi: Nasional,nilai,,07.01.03.01.02 - Tingkat Kepuasan Masyarakat terhadap Layanan Penyelesaian Sengketa Proses Pemilu,,,HUKUM,No
05.01.027,Tingkat Kesesuaian Pengelolaan SDM Jaksa,Parent,"Menilai manajemen sumber daya manusia pada lembaga hukum, tidak hanya dapat dilihat dari kecukupan personil maupun tingkat pengembangan kapasitas personil melainkan juga sejauh mana pengelolaan SDM sesuai dengan kebutuhan dan standar yang berlaku",%rata-rata skor indeks sistem merit + skor indeks profesionalitas + skor ketersediaan SOP,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.04.02.01.03 - Tingkat Kesesuaian Pengelolaan SDM Jaksa,,,HUKUM,No
05.01.028,Tingkat Pengembangan Kapasitas Personil Jaksa,Parent,Melihat seberapa banyak personil yang memiliki wewenang untuk menangani perkara memperoleh pelatihan yang relevan dengan wewenangnya tersebut.,(? personil yang menerima diklat dasar + lanjutan/ ? personil yang membutuhkan diklat dasar + lanjutan) x 100%,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.04.02.01.02 - Tingkat Pengembangan Kapasitas Personil Jaksa,,,HUKUM,No
05.02.001,Angka Kematian yang Disebabkan Konflik,Parent,"Konsep Dan Definisi:Kematian yang disebabkan konflik adalah kematian akibat konflik yang merujuk pada pendefinisian mengenai konflik di Undang-Undang No. 7 Tahun 2012 mengenai Penanganan Konflik Sosial. Konflik merupakan perseteruan dan benturan fisik dengan kekerasan antara dua kelompok masyarakat atau lebih yang berlangsung dalam waktu tertentu dan berdampak luas yang mengakibatkan ketidakamanan dan disintegrasi sosial sehingga mengganggu stabilitas nasional dan menghambat pembangunan nasional.Konflik dapat bersumber dari: a.Permasalahan yang berkaitan dengan politik, ekonomi, dan sosial budaya. b. Perseteruanantar umatberagama atau interumat beragama, antarsuku, dan antaretnis. c.Sengketa batas wilayah desa, kabupaten/kota, dan provinsi. d. Sengketa sumber daya alam antar masyarakat atau antarmasyarakat dengan pelaku usaha. e. Distribusi sumber daya alam yang tidak seimbang dalam masyarakat.","Jumlah korban meninggal akibat konflik dalam satu tahun terakhir dibagi dengan jumlah penduduk pada 12 bulan terakhir dikalikan 100.000 penduduk.

Rumus: KDK=( JP/JK )×100.000

Keterangan:KDK :Kematian disebabkan konflikJK:Jumlah korban meninggal akibat konflikJP:Jumlah Penduduk","Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota; Kategori Korban: Masyarakat, TNI, POLRI",kematian perseratus ribu orang,,,16.1.2.(a) - Kematian disebabkan konflik per 100.000 penduduk.,000299 - Kematian disebabkan konflik per 100.000 penduduk,KEAMANAN,No
05.02.002,Angka korban Tindak Pidana Perdagangan Orang (TPPO) per 100.000 penduduk,Parent,"Konsep dan Definisi:Perdagangan manusia menurut UU No. 21 Tahun 2007, merupakan kejahatan perdagangan orang ketika seseorang merekrut, mengangkut, melabuhkan, mengirimkan, memindahkan atau menerima seseorang melalui ancaman kekerasan, penggunaan kekerasan, penculikan, penyekapan, pemalsuan, penipuan, penyalahgunaan kekuasaan atau posisi rentan, jeratan hutang atau memberi bayaran atau manfaat untuk memperoleh persetujuan dari orang lain yang memiliki kendali atas seseorang, untuk tujuan mengeksploitasi orang tersebut baik yang dilakukan di dalam wilayah Republik Indonesia.Selanjutnya, Tindak Pidana Perdagangan Orang (TPPO) adalah setiap tindakan atau serangkaian tindakan yang memenuhi unsur-unsur tindak pidana yang ditentukan dalam UU No. 21 Tahun 2007 ini. Undang-Undang juga menetapkan sebagai perdagangan orang jika ada orang yang dibawa ke dalam wilayah Indonesia untuk tujuan dieksploitasi dan jika ada orang yang dibawa keluar dari wilayah Indonesia untuk tujuan eksploitasi. Perdagangan manusia terjadi bilamana korban dipaksa untuk melakukan pekerjaan diluar kehendaknya untuk keuntungan si pelaku. Perdagangan manusia dapat terjadi dalam berbagai bentuk namun apapun itu selalu merupakan pelanggaran hak asasi manusia dan melawan hukum di Indonesia. Tujuan dari perdagangan orang selalu untuk mengeksploitasi korban untuk keuntungan orang lain. Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (KPPPA) RI telah mengembangkan sistem aplikasi pencatatan dan pelaporan kekerasan perempuan dan anak, termasuk korban TPPO, melalui SIMFONI PPA (Sistem Informasi Online Perlindungan Perempuan dan Anak). Sistem ini dapat di akses oleh semua unit layanan penanganan korban kekerasan perempuan dan anak di tingkat nasional, provinsi, dan kab/kota rill time dan akurat. Sistem dibangun sebagai platform pendataan, monitoring dan evaluasi kekerasan perempuan dan anak di Indonesia. SIMFONI PPA versi 2 (tahun 2022) menambahkan variabel baru untuk TPPO yang mencakup variable proses, cara dan tujuan dari TPPO. Pada SIMFONI PPA, data korban TPPO menjelaskan unsur TPPO yang terdiri atas cara, proses, dan tujuan. Cara terbagi atas ancaman, jeratan hutang, kekerasan, pemalsuan, penculikan, praktik kerja, adopsi ilegal, janji/iming-iming, penyalahgunaan kekuasaan. Proses TPPP mencakup unsur: lokasi perekrutan, daerah tujuan, daerah tujuan akhir, dan metode pemindahan. Tujuan TPPO mencakup jenis eksploitasi, antara lain ekspoitasi seksual, pernikahan paksa/pengantin pesanan, eksploitasi ekonomi (dijadikan sebagai anak jalanan, pekerja jermal) dan lain sebagainya, serta jenis kerentanan, yang terdiri atas: ancaman, penahanan gaji, menahan dokumen berharga, pembatasan komunikasi, hutang, pembatasan bepergian dan kebebasan, pemaksaaan mengkonsumsi alkohol dan obat terlarang.","Metode Perhitungan:Jumlah korban perdagangan orang dibagi dengan jumlah penduduk pada 12 bulan terakhir dikalikan100.000 penduduk.Rumus: Keterangan:AKPM:Angka korban perdagangan orangJKPM:Jumlah korban perdagangan orang pada 12 bulan terakhirJP:Jumlah Penduduk pada 12 bulan terakhirJumlah korban perdagangan orang tersedia dari berbagai sumber yang kemudian dikompilasi dalam laporan gugus tugas Tindak Pidana Perdagangan Orang (TPPO).Institusi yang berkontribusi dalam penyediaan data tersebut adalah:a.Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (KPPPA) melalui dinas PPPA, UPTD PPAb.Kementerian Sosial yang berasal dari data Rumah Perlindungan/Trauma Center (RPTC), Rumah Perlindungan Sosial Wanita (RPSW), dan Rumah Perlindungan Sosial Anak (RPSA),c.Kepolisian yang berasal dari data gabungan Poldadan Bareskrim POLRI.d.Kementerian Luar Negeri, Direktorat Perlindungan WNI dan BHI.e.Fasilitas kesehatanDari institusi tersebut terdapat jumlah korban perdagangan orang berdasarkan laporan polisi dan korban yang mendapatkan pelayanan rehabilitasi, reintegrasi dan pemulangan.","Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota; Jenis Kelamin; Umur/Usia; Jenis Eksploitasi",orang,,,"16.2.2* - Angka korban Tindak Pidana Perdagangan Orang (TPPO) per 100.000 penduduk menurut jenis kelamin, kelompok umur dan jenis eksploitasi.","000302 - Angka korban perdagangan manusia per 100,000 penduduk menurut jenis kelamin, kelompok umur dan jenis eksploitasi",KEAMANAN,No
